invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I434983,C107399,Souvenir,2,23.46,29-07-2021,Istinye Park
I326925,C992967,Toys,4,143.36,17-07-2021,Kanyon
I183840,C246719,Clothing,1,300.08,8/3/2022,Viaport Outlet
I533184,C220859,Shoes,5,3000.85,22-09-2022,Zorlu Center
I735039,C285422,Clothing,1,300.08,1/8/2022,Metropol AVM
I319997,C217049,Clothing,5,1500.4,3/4/2021,Istinye Park
I228150,C141094,Clothing,5,1500.4,21-11-2021,Zorlu Center
I215373,C310628,Clothing,5,1500.4,17-09-2021,Kanyon
I275695,C297711,Books,5,75.75,9/8/2022,Mall of Istanbul
I107255,C211354,Souvenir,1,11.73,8/9/2021,Metrocity
I301538,C281864,Food & Beverage,4,20.92,8/10/2021,Mall of Istanbul
I119469,C234177,Clothing,1,300.08,3/3/2021,Metropol AVM
I678313,C335822,Clothing,4,1200.32,26-12-2021,Zorlu Center
I264491,C107261,Cosmetics,5,203.3,13-02-2023,Metropol AVM
I177957,C653357,Clothing,4,1200.32,4/7/2021,Cevahir AVM
I188384,C327084,Clothing,1,300.08,26-01-2021,Istinye Park
I527111,C218706,Food & Beverage,2,10.46,5/10/2022,Metropol AVM
I152252,C321931,Books,5,75.75,5/4/2021,Mall of Istanbul
I131076,C403983,Souvenir,2,23.46,27-03-2021,Metrocity
I151031,C137912,Souvenir,5,58.65,21-11-2022,Mall of Istanbul
I638444,C229733,Shoes,2,1200.34,21-02-2022,Metropol AVM
I884439,C304835,Toys,4,143.36,22-08-2022,Kanyon
I381853,C124933,Cosmetics,3,121.98,6/12/2022,Emaar Square Mall
I104404,C111115,Shoes,3,1800.51,25-03-2021,Kanyon
I926542,C248988,Toys,1,35.84,5/3/2021,Kanyon
I263473,C162574,Shoes,3,1800.51,2/8/2021,Kanyon
I177317,C331880,Food & Beverage,4,20.92,16-04-2021,Mall of Istanbul
I941223,C291911,Clothing,5,1500.4,3/2/2023,Emaar Square Mall
I323436,C153958,Food & Beverage,5,26.15,6/5/2022,Kanyon
I245250,C125209,Shoes,1,600.17,5/2/2022,Mall of Istanbul
I589196,C320640,Toys,1,35.84,1/12/2022,Mall of Istanbul
I241028,C803666,Clothing,2,600.16,16-12-2021,Emaar Square Mall
I846943,C134691,Cosmetics,4,162.64,6/1/2023,Mall of Istanbul
I131492,C729802,Food & Beverage,3,15.69,8/12/2021,Kanyon
I252340,C252250,Food & Beverage,5,26.15,23-02-2021,Mall of Istanbul
I571614,C208545,Souvenir,4,46.92,7/1/2022,Istinye Park
I269945,C310975,Food & Beverage,1,5.23,14-02-2022,Kanyon
I293115,C109758,Clothing,2,600.16,20-05-2022,Viaport Outlet
I180632,C214463,Clothing,1,300.08,15-10-2021,Istinye Park
I946433,C387164,Technology,4,4200,2/2/2023,Kanyon
I557864,C135196,Clothing,1,300.08,9/11/2021,Mall of Istanbul
I721903,C284031,Food & Beverage,2,10.46,9/1/2023,Mall of Istanbul
I995914,C259260,Technology,3,3150,22-11-2021,Metrocity
I423124,C109593,Clothing,1,300.08,7/1/2023,Metrocity
I318626,C270238,Cosmetics,3,121.98,23-09-2022,Istinye Park
I284431,C308978,Technology,4,4200,24-06-2022,Metropol AVM
I334469,C221607,Toys,5,179.2,4/7/2021,Kanyon
I568785,C115148,Food & Beverage,5,26.15,23-08-2021,Metropol AVM
I307376,C253248,Food & Beverage,5,26.15,11/8/2022,Metrocity
I136509,C290760,Cosmetics,4,162.64,2/8/2021,Mall of Istanbul
I194798,C258089,Technology,2,2100,7/7/2022,Mall of Istanbul
I236520,C222102,Toys,3,107.52,13-02-2022,Viaport Outlet
I295482,C209440,Shoes,3,1800.51,17-10-2022,Zorlu Center
I472275,C203263,Cosmetics,4,162.64,14-11-2022,Metrocity
I301404,C232103,Clothing,3,900.24,24-03-2021,Cevahir AVM
I100487,C213360,Cosmetics,4,162.64,19-02-2021,Kanyon
I206026,C225105,Books,1,15.15,12/11/2022,Forum Istanbul
I332620,C158124,Cosmetics,2,81.32,13-04-2021,Mall of Istanbul
I434161,C246484,Clothing,2,600.16,3/5/2021,Metropol AVM
I166306,C197019,Clothing,3,900.24,24-04-2022,Viaport Outlet
I207389,C947114,Clothing,3,900.24,17-12-2022,Kanyon
I237018,C115431,Food & Beverage,4,20.92,19-11-2022,Mall of Istanbul
I246114,C266394,Toys,5,179.2,22-09-2022,Metropol AVM
I216889,C122371,Clothing,2,600.16,16-03-2022,Mall of Istanbul
I137065,C736428,Food & Beverage,4,20.92,1/1/2022,Mall of Istanbul
I284262,C127339,Food & Beverage,3,15.69,23-07-2021,Kanyon
I154122,C164662,Cosmetics,1,40.66,22-12-2021,Metrocity
I950429,C248884,Cosmetics,2,81.32,9/3/2022,Kanyon
I499170,C100684,Toys,1,35.84,20-02-2022,Kanyon
I253083,C240688,Clothing,2,600.16,14-11-2021,Metrocity
I508173,C246364,Cosmetics,3,121.98,23-01-2022,Metropol AVM
I763131,C195413,Clothing,5,1500.4,16-01-2021,Mall of Istanbul
I149766,C197308,Cosmetics,3,121.98,2/4/2022,Mall of Istanbul
I702817,C264767,Books,5,75.75,16-10-2022,Kanyon
I208491,C299172,Clothing,1,300.08,18-01-2023,Kanyon
I337030,C994327,Food & Beverage,2,10.46,27-09-2022,Metrocity
I312041,C337644,Clothing,2,600.16,31-01-2022,Mall of Istanbul
I150629,C175449,Clothing,3,900.24,10/12/2022,Kanyon
I197620,C249092,Food & Beverage,2,10.46,8/4/2022,Metrocity
I730771,C432132,Clothing,5,1500.4,5/8/2022,Metrocity
I873382,C289802,Shoes,4,2400.68,7/1/2023,Metrocity
I637675,C194330,Clothing,4,1200.32,28-06-2021,Kanyon
I153278,C127945,Toys,2,71.68,4/6/2022,Mall of Istanbul
I842493,C202057,Clothing,3,900.24,25-07-2021,Mall of Istanbul
I156991,C315209,Food & Beverage,2,10.46,14-02-2021,Emaar Square Mall
I722730,C323605,Souvenir,2,23.46,28-07-2022,Kanyon
I299533,C282395,Food & Beverage,3,15.69,9/9/2022,Kanyon
I187160,C109491,Shoes,5,3000.85,19-03-2022,Kanyon
I101832,C261194,Cosmetics,3,121.98,25-12-2022,Kanyon
I943403,C232330,Toys,1,35.84,20-09-2022,Mall of Istanbul
I454983,C737782,Souvenir,5,58.65,12/4/2022,Mall of Istanbul
I338302,C123201,Cosmetics,4,162.64,3/10/2021,Viaport Outlet
I328822,C230641,Food & Beverage,3,15.69,13-06-2022,Metrocity
I168181,C805154,Clothing,3,900.24,1/7/2021,Metrocity
I108543,C330021,Clothing,5,1500.4,8/7/2022,Viaport Outlet
I120615,C107668,Toys,2,71.68,2/2/2022,Istinye Park
I248840,C209722,Clothing,3,900.24,10/11/2022,Mall of Istanbul
I283774,C210614,Toys,1,35.84,1/1/2023,Istinye Park
I212305,C212378,Books,1,15.15,6/11/2021,Emaar Square Mall
I111228,C313586,Clothing,1,300.08,9/4/2021,Kanyon
I230558,C292604,Cosmetics,2,81.32,31-07-2021,Kanyon
I130124,C216257,Clothing,3,900.24,15-08-2022,Viaport Outlet
I221797,C272779,Food & Beverage,3,15.69,24-08-2021,Metrocity
I154490,C100507,Clothing,5,1500.4,24-01-2022,Mall of Istanbul
I159376,C190072,Food & Beverage,2,10.46,14-06-2022,Metropol AVM
I214545,C111827,Souvenir,4,46.92,5/12/2021,Metropol AVM
I213589,C203955,Technology,2,2100,12/10/2021,Viaport Outlet
I101148,C680169,Cosmetics,4,162.64,21-04-2022,Cevahir AVM
I186663,C281091,Toys,1,35.84,24-06-2021,Kanyon
I291062,C209122,Cosmetics,4,162.64,5/3/2023,Kanyon
I103389,C231964,Cosmetics,1,40.66,9/5/2021,Kanyon
I140596,C291641,Cosmetics,2,81.32,11/9/2021,Metrocity
I115322,C315386,Food & Beverage,1,5.23,1/10/2021,Forum Istanbul
I273800,C290158,Cosmetics,2,81.32,1/8/2021,Mall of Istanbul
I384332,C226218,Cosmetics,1,40.66,4/9/2021,Metrocity
I268628,C633946,Cosmetics,3,121.98,21-05-2021,Mall of Istanbul
I146305,C118742,Food & Beverage,2,10.46,11/7/2022,Kanyon
I648743,C218295,Shoes,5,3000.85,2/1/2023,Mall of Istanbul
I148083,C636874,Cosmetics,5,203.3,29-06-2021,Istinye Park
I733806,C310472,Food & Beverage,4,20.92,21-03-2021,Metropol AVM
I214007,C119440,Toys,4,143.36,25-03-2022,Metrocity
I480974,C230305,Food & Beverage,2,10.46,10/5/2021,Mall of Istanbul
I126095,C197131,Food & Beverage,5,26.15,24-03-2022,Metropol AVM
I100033,C278721,Food & Beverage,4,20.92,19-10-2021,Zorlu Center
I265860,C247868,Food & Beverage,4,20.92,15-03-2022,Mall of Istanbul
I512570,C834257,Souvenir,4,46.92,24-11-2022,Metrocity
I118757,C242041,Clothing,1,300.08,21-07-2022,Kanyon
I313516,C892871,Books,4,60.6,29-03-2021,Metrocity
I223795,C280596,Clothing,3,900.24,26-12-2022,Metrocity
I254341,C703073,Food & Beverage,2,10.46,21-01-2023,Metropol AVM
I273435,C282097,Food & Beverage,4,20.92,6/11/2021,Emaar Square Mall
I127616,C179726,Books,5,75.75,12/12/2021,Kanyon
I893043,C838282,Clothing,5,1500.4,11/11/2022,Kanyon
I295712,C181939,Food & Beverage,2,10.46,25-06-2022,Mall of Istanbul
I162565,C755148,Clothing,2,600.16,4/7/2022,Istinye Park
I300520,C282107,Books,3,45.45,2/2/2023,Metrocity
I149473,C102560,Clothing,3,900.24,30-01-2021,Kanyon
I936118,C229670,Food & Beverage,3,15.69,19-02-2023,Istinye Park
I242648,C269986,Food & Beverage,1,5.23,22-06-2022,Metrocity
I725938,C191300,Cosmetics,3,121.98,16-10-2022,Metropol AVM
I299480,C167158,Shoes,2,1200.34,9/12/2022,Metrocity
I134272,C318225,Toys,1,35.84,1/12/2022,Metropol AVM
I128518,C101108,Shoes,1,600.17,6/9/2021,Mall of Istanbul
I293208,C103073,Shoes,1,600.17,7/2/2022,Mall of Istanbul
I332003,C299787,Cosmetics,2,81.32,16-12-2021,Cevahir AVM
I251779,C555827,Toys,5,179.2,12/3/2022,Zorlu Center
I334155,C992695,Books,3,45.45,15-12-2022,Viaport Outlet
I724379,C178176,Clothing,1,300.08,26-12-2021,Metropol AVM
I843249,C211245,Cosmetics,4,162.64,4/1/2021,Kanyon
I292746,C139231,Clothing,5,1500.4,27-04-2022,Viaport Outlet
I230701,C339339,Clothing,2,600.16,19-02-2023,Emaar Square Mall
I230983,C321993,Clothing,1,300.08,2/3/2023,Kanyon
I313187,C226519,Souvenir,4,46.92,28-01-2021,Kanyon
I206607,C715684,Clothing,1,300.08,19-06-2021,Kanyon
I323928,C328195,Cosmetics,3,121.98,16-07-2021,Cevahir AVM
I374693,C284366,Food & Beverage,2,10.46,3/11/2021,Istinye Park
I318521,C354398,Clothing,5,1500.4,16-11-2021,Mall of Istanbul
I222827,C317063,Clothing,3,900.24,27-11-2022,Mall of Istanbul
I649554,C156360,Toys,3,107.52,2/8/2021,Kanyon
I111055,C474896,Technology,1,1050,26-08-2022,Mall of Istanbul
I570709,C140082,Shoes,1,600.17,8/9/2021,Cevahir AVM
I251307,C240510,Shoes,1,600.17,1/1/2022,Mall of Istanbul
I117277,C292758,Clothing,1,300.08,11/1/2023,Istinye Park
I240824,C222262,Clothing,5,1500.4,28-08-2021,Mall of Istanbul
I135134,C130016,Cosmetics,1,40.66,1/3/2021,Metrocity
I222401,C305749,Food & Beverage,5,26.15,22-05-2021,Viaport Outlet
I263185,C316261,Clothing,5,1500.4,9/3/2021,Kanyon
I311849,C178487,Technology,5,5250,21-04-2021,Cevahir AVM
I137332,C205731,Shoes,4,2400.68,3/5/2021,Istinye Park
I319596,C171122,Technology,1,1050,13-01-2022,Istinye Park
I632642,C266021,Souvenir,5,58.65,12/3/2022,Mall of Istanbul
I127930,C576719,Clothing,1,300.08,15-11-2022,Kanyon
I258931,C254022,Cosmetics,3,121.98,20-10-2021,Emaar Square Mall
I230411,C121489,Cosmetics,5,203.3,30-09-2021,Mall of Istanbul
I136610,C211545,Cosmetics,4,162.64,31-01-2021,Mall of Istanbul
I234673,C245349,Food & Beverage,4,20.92,8/7/2021,Metropol AVM
I138615,C644605,Clothing,5,1500.4,7/10/2021,Kanyon
I116541,C293936,Toys,2,71.68,9/7/2021,Viaport Outlet
I332971,C387282,Shoes,4,2400.68,13-01-2021,Istinye Park
I786653,C405837,Shoes,1,600.17,20-07-2022,Mall of Istanbul
I115338,C193298,Clothing,3,900.24,1/9/2021,Emaar Square Mall
I201131,C363987,Clothing,1,300.08,25-10-2022,Cevahir AVM
I328046,C995929,Cosmetics,3,121.98,17-06-2022,Mall of Istanbul
I153790,C236969,Cosmetics,1,40.66,9/5/2021,Viaport Outlet
I251311,C145797,Shoes,4,2400.68,29-04-2022,Emaar Square Mall
I326582,C241450,Clothing,3,900.24,9/11/2021,Metrocity
I474661,C196296,Cosmetics,5,203.3,8/10/2021,Mall of Istanbul
I160638,C306908,Clothing,2,600.16,29-05-2022,Kanyon
I437948,C141984,Food & Beverage,5,26.15,22-08-2022,Metrocity
I282321,C720642,Food & Beverage,1,5.23,16-11-2022,Kanyon
I707747,C270638,Souvenir,5,58.65,17-08-2022,Kanyon
I158486,C858536,Food & Beverage,3,15.69,10/2/2023,Istinye Park
I224933,C289573,Cosmetics,2,81.32,20-01-2021,Kanyon
I164873,C122094,Books,4,60.6,19-05-2022,Metrocity
I325555,C162986,Technology,4,4200,30-01-2023,Metrocity
I325396,C271881,Food & Beverage,5,26.15,25-02-2021,Istinye Park
I280155,C214260,Toys,5,179.2,18-12-2022,Mall of Istanbul
I156562,C209210,Cosmetics,4,162.64,16-07-2022,Metrocity
I332361,C296477,Clothing,3,900.24,18-01-2022,Kanyon
I317628,C134069,Food & Beverage,3,15.69,11/9/2021,Mall of Istanbul
I907952,C241442,Clothing,2,600.16,7/8/2022,Metropol AVM
I281621,C312418,Food & Beverage,4,20.92,31-01-2021,Kanyon
I289841,C127004,Food & Beverage,1,5.23,15-07-2021,Cevahir AVM
I335087,C198868,Books,5,75.75,16-10-2021,Kanyon
I239889,C173860,Clothing,1,300.08,29-03-2021,Mall of Istanbul
I742907,C186098,Clothing,1,300.08,22-09-2021,Metropol AVM
I271714,C285261,Toys,1,35.84,20-03-2021,Emaar Square Mall
I457421,C214662,Cosmetics,4,162.64,28-08-2022,Kanyon
I246390,C163444,Clothing,4,1200.32,3/6/2022,Metropol AVM
I179338,C533520,Shoes,2,1200.34,27-03-2021,Istinye Park
I254528,C339565,Cosmetics,4,162.64,4/11/2021,Mall of Istanbul
I299925,C202977,Clothing,2,600.16,11/8/2021,Mall of Istanbul
I321373,C237063,Food & Beverage,5,26.15,5/8/2022,Zorlu Center
I966684,C108497,Toys,4,143.36,2/10/2022,Mall of Istanbul
I726807,C219299,Clothing,4,1200.32,30-12-2022,Viaport Outlet
I333100,C247547,Clothing,5,1500.4,5/1/2022,Mall of Istanbul
I207643,C190917,Toys,1,35.84,28-02-2022,Mall of Istanbul
I647207,C337220,Clothing,2,600.16,10/11/2022,Kanyon
I330964,C217919,Shoes,2,1200.34,29-11-2022,Metropol AVM
I237324,C112544,Toys,1,35.84,21-08-2021,Forum Istanbul
I269825,C168912,Food & Beverage,3,15.69,29-06-2021,Mall of Istanbul
I305024,C279747,Clothing,4,1200.32,7/7/2021,Kanyon
I223568,C249401,Toys,2,71.68,27-08-2022,Istinye Park
I194268,C128618,Souvenir,5,58.65,26-02-2023,Metropol AVM
I155448,C182105,Shoes,1,600.17,27-12-2021,Mall of Istanbul
I205336,C331127,Cosmetics,1,40.66,1/2/2023,Istinye Park
I171351,C286564,Souvenir,1,11.73,10/2/2022,Kanyon
I249223,C188064,Clothing,2,600.16,31-01-2021,Mall of Istanbul
I258001,C293329,Cosmetics,4,162.64,25-11-2021,Kanyon
I231029,C113739,Clothing,4,1200.32,18-01-2023,Istinye Park
I163202,C836254,Clothing,3,900.24,15-03-2021,Mall of Istanbul
I169427,C245894,Clothing,5,1500.4,3/12/2022,Forum Istanbul
I737161,C144894,Food & Beverage,4,20.92,24-04-2022,Mall of Istanbul
I225327,C190794,Cosmetics,2,81.32,19-08-2022,Cevahir AVM
I159355,C142508,Food & Beverage,4,20.92,28-11-2021,Metropol AVM
I280408,C135555,Clothing,1,300.08,14-06-2021,Viaport Outlet
I323785,C501563,Toys,2,71.68,8/1/2021,Kanyon
I257286,C152590,Cosmetics,1,40.66,12/5/2021,Mall of Istanbul
I331405,C772839,Clothing,3,900.24,2/11/2022,Kanyon
I306957,C623421,Clothing,2,600.16,17-09-2022,Cevahir AVM
I147079,C222949,Clothing,4,1200.32,1/5/2022,Metropol AVM
I829259,C133451,Cosmetics,4,162.64,17-11-2022,Viaport Outlet
I296251,C195342,Cosmetics,2,81.32,17-06-2022,Metrocity
I808238,C336400,Shoes,2,1200.34,14-07-2022,Mall of Istanbul
I891465,C175833,Clothing,1,300.08,21-07-2022,Metrocity
I563052,C246602,Cosmetics,4,162.64,28-07-2021,Metrocity
I130443,C329003,Shoes,1,600.17,8/6/2021,Istinye Park
I241690,C270340,Souvenir,2,23.46,14-06-2022,Kanyon
I643231,C330141,Toys,4,143.36,3/2/2021,Kanyon
I295337,C121707,Shoes,4,2400.68,5/8/2022,Mall of Istanbul
I265980,C112452,Books,1,15.15,1/4/2022,Forum Istanbul
I293153,C269710,Food & Beverage,2,10.46,10/11/2022,Metropol AVM
I193148,C297610,Clothing,4,1200.32,11/2/2023,Cevahir AVM
I318625,C319935,Technology,5,5250,26-02-2023,Zorlu Center
I142245,C785507,Cosmetics,3,121.98,1/12/2022,Zorlu Center
I205906,C217834,Clothing,4,1200.32,4/2/2021,Kanyon
I277462,C709370,Clothing,2,600.16,22-09-2021,Metrocity
I753100,C216369,Food & Beverage,1,5.23,5/3/2021,Emaar Square Mall
I610847,C322689,Clothing,4,1200.32,6/2/2023,Metrocity
I295181,C146203,Food & Beverage,2,10.46,17-11-2022,Metrocity
I198308,C611809,Food & Beverage,5,26.15,11/10/2021,Metrocity
I180570,C210236,Shoes,5,3000.85,6/3/2021,Metrocity
I260475,C297118,Clothing,5,1500.4,17-03-2022,Mall of Istanbul
I251024,C180586,Food & Beverage,2,10.46,9/2/2021,Mall of Istanbul
I302151,C314705,Technology,4,4200,15-03-2021,Kanyon
I145917,C272419,Cosmetics,5,203.3,1/2/2023,Forum Istanbul
I254721,C282520,Clothing,5,1500.4,27-09-2021,Kanyon
I103120,C319624,Shoes,4,2400.68,20-02-2022,Mall of Istanbul
I173288,C264687,Food & Beverage,5,26.15,25-01-2023,Metrocity
I279088,C140543,Technology,3,3150,30-07-2021,Metrocity
I190414,C339391,Food & Beverage,3,15.69,18-04-2021,Forum Istanbul
I613381,C285587,Clothing,1,300.08,8/2/2021,Mall of Istanbul
I107697,C137134,Toys,1,35.84,18-08-2022,Istinye Park
I193600,C103896,Clothing,4,1200.32,10/9/2021,Istinye Park
I165090,C315479,Clothing,3,900.24,27-07-2021,Forum Istanbul
I260728,C181912,Toys,5,179.2,3/4/2021,Kanyon
I164219,C335107,Toys,4,143.36,3/6/2021,Cevahir AVM
I318282,C121510,Souvenir,2,23.46,12/1/2021,Metrocity
I212598,C477489,Food & Beverage,3,15.69,7/1/2021,Forum Istanbul
I212833,C331382,Cosmetics,2,81.32,29-04-2021,Metrocity
I326146,C554087,Clothing,2,600.16,1/7/2021,Metropol AVM
I169684,C226252,Food & Beverage,1,5.23,28-07-2021,Zorlu Center
I462436,C227695,Cosmetics,3,121.98,9/9/2021,Cevahir AVM
I940151,C246136,Food & Beverage,3,15.69,20-09-2021,Mall of Istanbul
I210603,C170928,Cosmetics,4,162.64,16-07-2021,Istinye Park
I174942,C200317,Clothing,3,900.24,23-01-2023,Kanyon
I163206,C192979,Food & Beverage,3,15.69,26-06-2021,Mall of Istanbul
I266121,C198568,Clothing,4,1200.32,5/1/2022,Kanyon
I454912,C251518,Toys,2,71.68,4/12/2022,Metropol AVM
I831916,C215210,Clothing,5,1500.4,24-09-2021,Mall of Istanbul
I180372,C271571,Souvenir,5,58.65,13-09-2022,Forum Istanbul
I466698,C303444,Shoes,3,1800.51,24-02-2023,Kanyon
I119678,C506925,Technology,4,4200,4/3/2021,Emaar Square Mall
I296369,C294604,Food & Beverage,1,5.23,24-02-2021,Kanyon
I133116,C190939,Clothing,5,1500.4,2/12/2021,Kanyon
I165625,C129849,Shoes,4,2400.68,30-10-2022,Mall of Istanbul
I333045,C235178,Clothing,1,300.08,9/12/2022,Kanyon
I131869,C267843,Food & Beverage,1,5.23,29-01-2023,Kanyon
I168101,C186861,Souvenir,3,35.19,26-04-2022,Forum Istanbul
I713258,C219983,Clothing,3,900.24,3/1/2021,Kanyon
I144171,C250033,Clothing,1,300.08,20-04-2022,Kanyon
I191531,C506663,Shoes,3,1800.51,20-12-2022,Metrocity
I165583,C235482,Clothing,1,300.08,8/2/2023,Metrocity
I210803,C781893,Clothing,4,1200.32,17-09-2022,Metrocity
I209258,C328444,Cosmetics,5,203.3,7/7/2022,Metrocity
I169548,C307592,Clothing,5,1500.4,15-09-2022,Mall of Istanbul
I140693,C541983,Clothing,2,600.16,27-11-2022,Cevahir AVM
I172509,C283381,Shoes,3,1800.51,26-12-2022,Mall of Istanbul
I301205,C301099,Food & Beverage,4,20.92,16-09-2022,Kanyon
I338366,C246641,Shoes,5,3000.85,1/3/2021,Viaport Outlet
I108742,C312617,Clothing,5,1500.4,28-04-2021,Mall of Istanbul
I261374,C204164,Toys,2,71.68,23-04-2021,Istinye Park
I860717,C259798,Clothing,2,600.16,10/10/2021,Forum Istanbul
I295440,C215336,Food & Beverage,2,10.46,10/4/2022,Mall of Istanbul
I273820,C339648,Food & Beverage,4,20.92,2/12/2022,Cevahir AVM
I279919,C290275,Clothing,2,600.16,27-08-2022,Istinye Park
I190006,C230120,Cosmetics,1,40.66,13-09-2021,Metrocity
I156252,C478733,Toys,4,143.36,15-09-2022,Viaport Outlet
I183583,C201255,Cosmetics,1,40.66,11/6/2022,Forum Istanbul
I258930,C289918,Shoes,4,2400.68,13-07-2021,Istinye Park
I651105,C937123,Food & Beverage,1,5.23,14-12-2021,Mall of Istanbul
I135098,C322924,Clothing,5,1500.4,9/9/2022,Kanyon
I187453,C690345,Shoes,3,1800.51,29-01-2023,Metrocity
I176625,C247049,Clothing,4,1200.32,5/7/2022,Metropol AVM
I289516,C280253,Clothing,5,1500.4,4/11/2021,Zorlu Center
I188382,C169477,Clothing,1,300.08,14-03-2021,Emaar Square Mall
I749173,C131819,Shoes,4,2400.68,23-07-2022,Mall of Istanbul
I752413,C442324,Clothing,3,900.24,13-10-2021,Mall of Istanbul
I254886,C114347,Technology,2,2100,31-08-2021,Mall of Istanbul
I323478,C216456,Food & Beverage,2,10.46,24-11-2022,Metrocity
I178637,C152833,Clothing,1,300.08,4/5/2021,Emaar Square Mall
I840591,C171160,Clothing,2,600.16,20-06-2021,Cevahir AVM
I251184,C259884,Cosmetics,5,203.3,3/12/2021,Metrocity
I929854,C114606,Shoes,1,600.17,4/1/2023,Metropol AVM
I274883,C216025,Food & Beverage,1,5.23,1/3/2022,Viaport Outlet
I338411,C884264,Books,5,75.75,17-01-2023,Mall of Istanbul
I301433,C697667,Clothing,5,1500.4,1/7/2021,Istinye Park
I218234,C136585,Toys,3,107.52,28-02-2023,Forum Istanbul
I716822,C146582,Food & Beverage,5,26.15,5/6/2021,Mall of Istanbul
I174219,C129039,Clothing,4,1200.32,13-12-2021,Kanyon
I278299,C183846,Food & Beverage,3,15.69,14-03-2022,Metropol AVM
I267714,C297404,Clothing,4,1200.32,20-03-2021,Kanyon
I670822,C127819,Food & Beverage,2,10.46,5/9/2022,Kanyon
I339508,C127718,Clothing,3,900.24,27-12-2022,Emaar Square Mall
I268823,C230543,Clothing,1,300.08,8/2/2023,Istinye Park
I217906,C302358,Clothing,3,900.24,27-06-2021,Kanyon
I846907,C105060,Clothing,5,1500.4,16-10-2022,Istinye Park
I176751,C182606,Shoes,5,3000.85,26-09-2021,Kanyon
I325587,C295864,Food & Beverage,1,5.23,28-07-2021,Viaport Outlet
I112845,C323307,Cosmetics,5,203.3,13-10-2021,Metrocity
I158003,C104350,Clothing,2,600.16,20-02-2021,Metrocity
I276368,C282281,Toys,4,143.36,25-05-2021,Kanyon
I206246,C506887,Food & Beverage,5,26.15,4/12/2021,Kanyon
I195587,C528686,Food & Beverage,2,10.46,18-02-2021,Kanyon
I213354,C157218,Technology,5,5250,3/3/2021,Kanyon
I583185,C172691,Cosmetics,5,203.3,25-08-2021,Metropol AVM
I236100,C330221,Food & Beverage,3,15.69,18-09-2021,Mall of Istanbul
I298339,C336104,Food & Beverage,1,5.23,12/6/2021,Mall of Istanbul
I280823,C807852,Technology,3,3150,12/8/2022,Istinye Park
I863565,C128312,Cosmetics,5,203.3,28-03-2021,Viaport Outlet
I243784,C150950,Toys,5,179.2,14-03-2021,Kanyon
I810580,C305706,Toys,1,35.84,10/1/2021,Kanyon
I297768,C310310,Clothing,4,1200.32,6/11/2021,Istinye Park
I231514,C414958,Shoes,1,600.17,21-12-2022,Emaar Square Mall
I200720,C296534,Food & Beverage,1,5.23,21-04-2022,Emaar Square Mall
I171758,C234534,Cosmetics,4,162.64,22-03-2022,Emaar Square Mall
I148039,C247694,Technology,4,4200,13-05-2022,Kanyon
I943432,C141657,Clothing,2,600.16,7/7/2021,Mall of Istanbul
I215019,C156233,Cosmetics,5,203.3,22-06-2022,Kanyon
I204541,C354331,Toys,4,143.36,5/7/2021,Kanyon
I528108,C131221,Books,1,15.15,16-10-2022,Metropol AVM
I163618,C123445,Clothing,2,600.16,1/8/2021,Emaar Square Mall
